Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Journey_Date,Journey_Day,Journey_Month,Journey_Weekday,Duration_min,Total_Stops_num,Dep_Hour,Arr_Hour
Jet Airways,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 26 Jun,29h 20m,2 stops,No info,12819,2019-06-24,24,6,0,1760,2,23,4
Air India,06/03/2019,Banglore,New Delhi,BLR → BOM → UDR → DEL,08:50,16:30 07 Mar,31h 40m,2 stops,No info,14143,2019-03-06,6,3,2,1900,2,8,16
IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,5740,2019-04-18,18,4,3,170,0,8,11
GoAir,03/03/2019,Banglore,New Delhi,BLR → DEL,11:40,14:35,2h 55m,non-stop,No info,7646,2019-03-03,3,3,6,175,0,11,14
Air India,9/05/2019,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15 10 May,28h 50m,2 stops,No info,13591,2019-05-09,9,5,3,1730,2,14,19
Air India,1/06/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No info,3100,2019-06-01,1,6,5,75,0,19,20
Jet Airways,1/04/2019,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 02 Apr,18h 20m,1 stop,In-flight meal not included,5406,2019-04-01,1,4,0,1100,1,18,12
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 07 May,12h 15m,1 stop,No info,14388,2019-05-06,6,5,0,735,1,20,8
IndiGo,9/03/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,6297,2019-03-09,9,3,5,145,0,11,14
Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,7229,2019-05-12,12,5,6,180,0,19,22
Jet Airways,6/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25 08 Mar,33h 15m,2 stops,No info,20694,2019-03-06,6,3,2,1995,2,19,4
Air Asia,21/06/2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,4282,2019-06-21,21,6,4,170,0,4,7
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,01:30 19 May,14h,1 stop,No info,13727,2019-05-18,18,5,5,840,1,11,1
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7h 50m,1 stop,No info,8614,2019-06-15,15,6,5,470,1,11,19
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,18:00,01:35 22 Mar,7h 35m,1 stop,No info,7363,2019-03-21,21,3,3,455,1,18,1
Air India,15/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 16 May,21h 15m,2 stops,No info,11281,2019-05-15,15,5,2,1275,2,22,19
GoAir,18/05/2019,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,4340,2019-05-18,18,5,5,170,0,11,14
IndiGo,9/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:55,2h 40m,non-stop,No info,4778,2019-03-09,9,3,5,160,0,17,19
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,12:35 28 May,25h 5m,1 stop,In-flight meal not included,12898,2019-05-27,27,5,0,1505,1,11,12
IndiGo,15/04/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,6442,2019-04-15,15,4,0,455,1,8,16
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,14714,2019-06-24,24,6,0,450,1,11,19
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → HYD → COK,13:15,22:30,9h 15m,1 stop,No info,8018,2019-06-27,27,6,3,555,1,13,22
Air India,6/05/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145,2019-05-06,6,5,0,155,0,20,23
IndiGo,9/05/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,4784,2019-05-09,9,5,3,90,0,16,18
Air India,12/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,19:50,8h,1 stop,No info,11707,2019-03-12,12,3,1,480,1,11,19
SpiceJet,21/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:45,2h 30m,non-stop,No check-in baggage included,3815,2019-03-21,21,3,3,150,0,17,19
Air India,01/03/2019,Banglore,New Delhi,BLR → COK → DEL,22:00,13:20 02 Mar,15h 20m,1 stop,No info,21130,2019-03-01,1,3,4,920,1,22,13
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,18:50,5h 50m,1 stop,No info,17024,2019-03-06,6,3,2,350,1,13,18
SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,3873,2019-06-21,21,6,4,145,0,9,11
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,19:10 07 Jun,26h 10m,1 stop,No info,14151,2019-06-06,6,6,3,1570,1,17,19
IndiGo,18/06/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 19 Jun,2h 40m,non-stop,No info,4804,2019-06-18,18,6,1,160,0,21,0
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,04:25 28 May,21h 20m,1 stop,In-flight meal not included,12898,2019-05-27,27,5,0,1280,1,7,4
IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 04 May,2h 50m,non-stop,No info,4284,2019-05-03,3,5,4,170,0,22,1
Jet Airways,21/04/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,7229,2019-04-21,21,4,6,180,0,8,11
IndiGo,15/03/2019,Banglore,New Delhi,BLR → HYD → DEL,07:30,12:20,4h 50m,1 stop,No info,6114,2019-03-15,15,3,4,290,1,7,12
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,No info,14848,2019-06-27,27,6,3,465,1,11,19
IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,15:30,10h 45m,1 stop,No info,13611,2019-03-06,6,3,2,645,1,4,15
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,8016,2019-06-12,12,6,2,180,0,7,10
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,No info,14571,2019-06-09,9,6,6,590,1,8,18
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,In-flight meal not included,10675,2019-05-27,27,5,0,600,1,9,19
IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,11:50,6h 55m,1 stop,No info,6794,2019-05-21,21,5,1,415,1,4,11
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,09:55,04:25 28 Mar,18h 30m,1 stop,In-flight meal not included,6540,2019-03-27,27,3,2,1110,1,9,4
Vistara,09/03/2019,Banglore,New Delhi,BLR → DEL,11:30,14:10,2h 40m,non-stop,No info,7240,2019-03-09,9,3,5,160,0,11,14
Air India,15/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 16 Jun,20h 10m,2 stops,No info,8839,2019-06-15,15,6,5,1210,2,13,9
SpiceJet,6/06/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,3873,2019-06-06,6,6,3,145,0,9,11
Air India,6/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,20:00,19:15 07 Jun,23h 15m,2 stops,No info,11596,2019-06-06,6,6,3,1395,2,20,19
Air India,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,7199,2019-03-21,21,3,3,675,1,8,19
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1 stop,In-flight meal not included,12898,2019-06-01,1,6,5,330,1,7,12
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1 stop,No info,12524,2019-06-01,1,6,5,615,1,8,19
Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 25 Jun,22h 55m,2 stops,In-flight meal not included,10368,2019-06-24,24,6,0,1375,2,5,4
Jet Airways,15/03/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,8040,2019-03-15,15,3,4,90,0,10,11
GoAir,3/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,5135,2019-04-03,3,4,2,540,1,10,19
Air India,09/03/2019,Banglore,New Delhi,BLR → HYD → DEL,06:50,23:10,16h 20m,1 stop,No info,5626,2019-03-09,9,3,5,980,1,6,23
Air India,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No info,15809,2019-03-06,6,3,2,735,1,7,19
IndiGo,27/06/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,6412,2019-06-27,27,6,3,380,1,16,22
Jet Airways,1/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No info,18804,2019-06-01,1,6,5,440,2,11,19
IndiGo,1/04/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227,2019-04-01,1,4,0,90,0,21,22
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → HYD → COK,07:05,22:20,15h 15m,1 stop,No info,6916,2019-03-06,6,3,2,915,1,7,22
Air India,27/06/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,3100,2019-06-27,27,6,3,80,0,21,22
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,No info,14388,2019-05-06,6,5,0,330,1,6,12
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 28 Mar,9h 35m,1 stop,No info,12327,2019-03-27,27,3,2,575,1,16,1
Jet Airways,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 04 Jun,8h 55m,2 stops,No info,13014,2019-06-03,3,6,0,535,2,19,4
Vistara,15/04/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,5403,2019-04-15,15,4,0,170,0,9,12
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,08:40,21:00,12h 20m,1 stop,No info,18228,2019-03-09,9,3,5,740,1,8,21
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50 07 Jun,23h 50m,1 stop,In-flight meal not included,10844,2019-06-06,6,6,3,1430,1,20,19
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 07 Mar,16h 55m,1 stop,In-flight meal not included,13843,2019-03-06,6,3,2,1015,1,11,4
SpiceJet,01/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,non-stop,No info,11690,2019-03-01,1,3,4,175,0,9,12
Vistara,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:05 02 May,16h 5m,1 stop,No info,8452,2019-05-01,1,5,2,965,1,17,9
Air India,27/05/2019,Delhi,Cochin,DEL → BOM → COK,20:00,19:15 28 May,23h 15m,1 stop,No info,8372,2019-05-27,27,5,0,1395,1,20,19
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 07 Jun,14h 25m,1 stop,In-flight meal not included,10262,2019-06-06,6,6,3,865,1,14,4
Jet Airways,15/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,5678,2019-06-15,15,6,5,90,0,10,11
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 13 May,13h 20m,1 stop,No info,14151,2019-05-12,12,5,6,800,1,20,9
Jet Airways,21/04/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,4544,2019-04-21,21,4,6,185,0,18,22
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 13 Jun,28h 50m,1 stop,No info,12692,2019-06-12,12,6,2,1730,1,9,14
Jet Airways,9/03/2019,Delhi,Cochin,DEL → IXC → BOM → COK,13:45,04:25 10 Mar,14h 40m,2 stops,No info,17019,2019-03-09,9,3,5,880,2,13,4
IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,6565,2019-03-03,3,3,6,165,0,9,12
GoAir,27/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:50,5h 50m,1 stop,No info,5281,2019-03-27,27,3,2,350,1,7,12
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,9646,2019-06-09,9,6,6,545,1,7,16
IndiGo,6/03/2019,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1h 30m,non-stop,No info,3175,2019-03-06,6,3,2,90,0,2,4
Air India,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 28 Jun,23h 30m,2 stops,No info,9653,2019-06-27,27,6,3,1410,2,19,19
Air India,6/03/2019,Delhi,Cochin,DEL → BOM → COK,23:00,07:40 07 Mar,8h 40m,1 stop,No info,14777,2019-03-06,6,3,2,520,1,23,7
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:15,14h 20m,1 stop,No info,7155,2019-06-12,12,6,2,860,1,4,19
SpiceJet,6/06/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543,2019-06-06,6,6,3,135,0,8,10
IndiGo,9/05/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4804,2019-05-09,9,5,3,165,0,9,12
IndiGo,3/03/2019,Delhi,Cochin,DEL → HYD → COK,06:40,12:00,5h 20m,1 stop,No info,9304,2019-03-03,3,3,6,320,1,6,12
IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 16 Apr,3h,non-stop,No info,3943,2019-04-15,15,4,0,180,0,21,0
IndiGo,1/06/2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:25,5h 20m,1 stop,No info,7060,2019-06-01,1,6,5,320,1,17,22
Air India,15/06/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,5228,2019-06-15,15,6,5,170,0,21,23
SpiceJet,24/06/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,3597,2019-06-24,24,6,0,135,0,8,10
SpiceJet,3/04/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 04 Apr,2h 55m,non-stop,No info,3971,2019-04-03,3,4,2,175,0,21,0
Multiple carriers,6/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,13727,2019-05-06,6,5,0,480,1,13,21
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,22:05 02 Apr,25h 40m,1 stop,No info,12121,2019-04-01,1,4,0,1540,1,20,22
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 04 Jun,23h 45m,1 stop,In-flight meal not included,10262,2019-06-03,3,6,0,1425,1,19,19
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 02 Jun,22h 35m,1 stop,In-flight meal not included,10262,2019-06-01,1,6,5,1355,1,14,12
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 02 Jun,8h 40m,1 stop,No info,14714,2019-06-01,1,6,5,520,1,19,4
Jet Airways,21/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,18:50 22 Mar,23h 40m,2 stops,In-flight meal not included,8834,2019-03-21,21,3,3,1420,2,19,18
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,12:35,7h 50m,1 stop,No info,9838,2019-03-21,21,3,3,470,1,4,12
IndiGo,18/05/2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1 stop,No info,4775,2019-05-18,18,5,5,290,1,15,20
IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823,2019-05-03,3,5,4,175,0,18,21
Air India,15/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,12:30 16 May,30h 40m,2 stops,No info,12723,2019-05-15,15,5,2,1840,2,5,12
IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 16 Jun,14h 55m,1 stop,No info,5883,2019-06-15,15,6,5,895,1,10,1
Vistara,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20 25 May,27h 20m,1 stop,No info,9870,2019-05-24,24,5,4,1640,1,17,20
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 04 Jun,23h 35m,1 stop,In-flight meal not included,10262,2019-06-03,3,6,0,1415,1,13,12
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No info,6513,2019-06-09,9,6,6,540,1,7,16
Air India,15/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,13:45 16 May,20h 55m,2 stops,No info,15532,2019-05-15,15,5,2,1255,2,16,13
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 07 Jun,20h 10m,1 stop,No info,14714,2019-06-06,6,6,3,1210,1,22,19
Vistara,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,10:45 19 May,14h 25m,1 stop,No info,9187,2019-05-18,18,5,5,865,1,20,10
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,No info,7038,2019-06-06,6,6,3,455,1,14,22
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,No info,13587,2019-06-06,6,6,3,420,1,14,21
Jet Airways,3/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,8016,2019-06-03,3,6,0,175,0,11,14
IndiGo,6/06/2019,Mumbai,Hyderabad,BOM → HYD,09:15,10:45,1h 30m,non-stop,No info,4049,2019-06-06,6,6,3,90,0,9,10
Jet Airways,6/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,non-stop,No info,9536,2019-03-06,6,3,2,85,0,7,8
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,No info,14571,2019-05-24,24,5,4,590,1,8,18
Jet Airways,6/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,15812,2019-06-06,6,6,3,440,2,11,19
Air Asia,6/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,8759,2019-06-06,6,6,3,870,1,7,22
Air India,21/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,9h 50m,2 stops,No info,10151,2019-05-21,21,5,1,590,2,12,21
IndiGo,15/05/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804,2019-05-15,15,5,2,155,0,15,18
IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 25 Jun,8h,1 stop,No info,6104,2019-06-24,24,6,0,480,1,17,1
Air India,6/05/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5510,2019-05-06,6,5,0,150,0,14,16
IndiGo,9/05/2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:25,5h 20m,1 stop,No info,6027,2019-05-09,9,5,3,320,1,17,22
SpiceJet,21/05/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,4174,2019-05-21,21,5,1,145,0,9,11
IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 22 May,14h 55m,1 stop,No info,6794,2019-05-21,21,5,1,895,1,10,1
Air India,6/03/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,07:40 07 Mar,25h 45m,2 stops,No info,15428,2019-03-06,6,3,2,1545,2,5,7
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50 07 May,23h 50m,1 stop,No info,14388,2019-05-06,6,5,0,1430,1,20,19
IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 22 May,10h 30m,1 stop,No info,6896,2019-05-21,21,5,1,630,1,15,1
IndiGo,21/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,6144,2019-03-21,21,3,3,175,0,18,21
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,05:05 07 Mar,6h 15m,1 stop,No info,19225,2019-03-06,6,3,2,375,1,22,5
Air India,9/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,08:55 10 May,16h 10m,2 stops,No info,13227,2019-05-09,9,5,3,970,2,16,8
Jet Airways,27/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25 28 Mar,23h,2 stops,No info,11664,2019-03-27,27,3,2,1380,2,5,4
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15 13 May,23h 20m,1 stop,In-flight meal not included,10844,2019-05-12,12,5,6,1400,1,18,18
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 07 Jun,7h 30m,1 stop,In-flight meal not included,7757,2019-06-06,6,6,3,450,1,21,4
IndiGo,12/05/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754,2019-05-12,12,5,6,90,0,19,20
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,7618,2019-05-27,27,5,0,840,1,7,21
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,14781,2019-05-12,12,5,6,425,1,16,23
IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,4284,2019-04-15,15,4,0,175,0,0,3
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,21:00,12h 15m,1 stop,No info,7740,2019-06-06,6,6,3,735,1,8,21
IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419,2019-06-15,15,6,5,165,0,1,4
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 13 May,20h 15m,1 stop,No info,13941,2019-05-12,12,5,6,1215,1,8,4
Air India,9/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55 10 Jun,27h 5m,2 stops,No info,12723,2019-06-09,9,6,6,1625,2,5,8
Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,08:10,04:25 13 Jun,20h 15m,2 stops,No info,14300,2019-06-12,12,6,2,1215,2,8,4
Air India,3/05/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,6121,2019-05-03,3,5,4,165,0,10,12
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:45,11h 45m,1 stop,No info,17549,2019-03-09,9,3,5,705,1,8,19
SpiceJet,27/03/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:10 28 Mar,1h 25m,non-stop,No info,1759,2019-03-27,27,3,2,85,0,22,0
IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423,2019-05-12,12,5,6,165,0,6,8
Jet Airways,9/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,4544,2019-04-09,9,4,1,180,0,7,10
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,12402,2019-06-03,3,6,0,660,1,8,19
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,09:20 02 May,24h 55m,1 stop,In-flight meal not included,9663,2019-05-01,1,5,2,1495,1,8,9
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,22:35 02 Apr,26h 35m,1 stop,No info,12681,2019-04-01,1,4,0,1595,1,20,22
Air India,1/04/2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 02 Apr,23h 40m,1 stop,No info,5117,2019-04-01,1,4,0,1420,1,9,9
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 22 May,23h 35m,1 stop,In-flight meal not included,12898,2019-05-21,21,5,1,1415,1,13,12
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,08:15 07 May,25h 45m,1 stop,No info,13941,2019-05-06,6,5,0,1545,1,6,8
Jet Airways,21/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,4030,2019-05-21,21,5,1,165,0,6,8
IndiGo,1/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1h 25m,non-stop,No info,17501,2019-03-01,1,3,4,85,0,6,7
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,09:20 13 Jun,19h 15m,1 stop,In-flight meal not included,8529,2019-06-12,12,6,2,1155,1,14,9
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 16 May,15h 30m,1 stop,No info,8073,2019-05-15,15,5,2,930,1,10,1
Air India,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15 10 May,24h 30m,2 stops,No info,11942,2019-05-09,9,5,3,1470,2,18,19
Jet Airways,21/03/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,18:50,13h 20m,2 stops,No info,11702,2019-03-21,21,3,3,800,2,5,18
IndiGo,3/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,6442,2019-06-03,3,6,0,455,1,8,16
IndiGo,24/06/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4804,2019-06-24,24,6,0,165,0,9,12
IndiGo,1/04/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823,2019-04-01,1,4,0,170,0,8,11
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,08:50,19:00,10h 10m,1 stop,No info,10877,2019-06-12,12,6,2,610,1,8,19
Air India,9/06/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30 10 Jun,30h 30m,2 stops,No info,10151,2019-06-09,9,6,6,1830,2,12,18
Air India,21/06/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,5201,2019-06-21,21,6,4,170,0,5,8
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1 stop,No info,13067,2019-05-15,15,5,2,505,1,9,18
IndiGo,24/03/2019,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1h 30m,non-stop,No info,2754,2019-03-24,24,3,6,90,0,2,4
